station,state,latitude,longitude,elevation,avg_temp,total_prcp
HOBART MUNI AP,OK,34.9894,-99.0525,474.3,66.21973076923078,28.26379479
HOLLAND TULIP CITY AP,MI,42.7461,-86.0967,210.0,53.08423076923077,25.34647038
HOMER AP,AK,59.6419,-151.4908,19.5,42.64473282442748,11.89370721
HONDO MUNI AP,TX,29.36,-99.1742,280.4,74.68686046511628,13.18504649
HONOLULU INTL AP,HI,21.3239,-157.9294,2.1,77.57297709923664,16.01575668
HOQUIAM BOWERMAN AP,WA,46.9728,-123.9303,3.7,52.05442307692307,43.33073206
HOT SPRINGS ASOS,AR,34.29,-93.06,163.1,67.48907692307692,27.46458176
HOUGHTON LK ROSCOMMON AP,MI,44.3592,-84.6739,350.8,48.59812977099237,26.2992268
HOULTON INTL AP,ME,46.1236,-67.7928,145.1,43.81467181467181,24.06694213
HOUSTON CLOVER FLD,TX,29.5189,-95.2417,13.4,76.35818532818533,66.77562661
HOUSTON HOBBY AP,TX,29.6381,-95.2819,13.4,74.84103053435113,67.14570555
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,74.12277992277993,59.91735519
HOUSTON INTERCONT AP,TX,29.98,-95.36,29.0,74.09354961832061,70.9055501
HOUSTON SUGARLAND MEM,TX,29.6222,-95.6564,25.0,74.93069230769231,66.42129571
HUNTINGTON TRI STATE AP,WV,38.365,-82.555,251.2,60.53790076335878,36.15356283
HUNTSVILLE INTL AP,AL,34.6439,-86.7861,190.2,66.94816793893129,42.60238521
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,73.391,49.61813703
HURON RGNL AP,SD,44.3981,-98.2231,390.1,51.386412213740456,12.61024303
HUTCHINSON MUNI AP,KS,38.0653,-97.8606,470.3,61.88744094488189,19.89371153
HYANNIS BARNSTABLE MUNI AP,MA,41.6686,-70.28,16.8,53.19326923076923,38.24017813
Hagan's Meadow,CA,38.85,-119.94,2370.1,42.52863636363636,49.07876666
Hand Creek,MT,48.31,-114.84,1534.7,42.7925,16.83465476
Hannagan Meadows,AZ,33.65,-109.31,2749.3,48.09977272727273,22.767728830000003
Hansen Sawmill,WY,44.26,-106.98,2548.1,40.85136363636364,25.22836008
Hardscrabble,UT,40.87,-111.72,2209.8,48.29681818181818,34.67718408
Hawkins Lake,MT,48.97,-115.95,1966.0,40.92090909090909,34.96458581
Hayden Fork,UT,40.8,-110.88,2807.8,41.44386363636364,28.47639333
Heavenly Valley,CA,38.92,-119.92,2615.8,41.83590909090909,54.18113162
Heber,AZ,34.31,-110.75,2328.7,53.21946768060836,20.984263300000002
Hemlock Butte,ID,46.48,-115.63,1770.9,45.32,43.43309432
Hewinta,UT,40.95,-110.48,2901.4,40.20840909090909,21.75985427
Hickerson Park,UT,40.91,-109.96,2787.4,40.96113636363636,18.45670288
Hidden Lake,ID,48.89,-116.76,1536.2,41.68931818181818,53.48821786
High Lonesome,CO,40.04,-105.75,3237.0,39.75022727272727,21.95276776
High Ridge,OR,45.7,-118.11,1499.6,44.943636363636365,39.53939143
Hilts Creek,ID,44.02,-113.47,2438.4,42.04386363636364,24.02363502
Hobble Creek,UT,40.19,-111.36,2255.2,48.59068181818182,24.67717868
Hobbs Park,WY,42.87,-109.09,3078.5,37.6175,35.45277505
Hogg Pass,OR,44.42,-121.86,1460.0,45.068409090909086,50.18112946
Hole-in-Mountain,NV,40.94,-115.1,2407.9,45.70669201520913,34.94883777
Hole-in-Rock,UT,40.92,-110.19,2788.9,41.728863636363634,20.14961718
Holland Meadows,OR,43.67,-122.57,1502.7,46.76,55.68506944
Hoodoo Basin,MT,46.98,-115.03,1844.0,42.64113636363636,49.54333384
Hoosier Pass,CO,39.36,-106.06,3474.7,37.22818181818182,24.85040712
Hopewell,NM,36.72,-106.26,3048.0,44.14454545454545,27.13387292
Horse Meadow,CA,38.84,-119.89,2608.2,43.01886363636363,39.27167475
Horse Ridge,UT,41.31,-111.45,2487.2,45.33840909090909,34.75986129
Hourglass Lake,CO,40.58,-105.63,2859.0,41.6109090909091,23.740170300000003
Howard Prairie,OR,42.22,-122.37,1396.0,48.51227272727272,26.37402999
Huckleberry Creek,WA,47.07,-121.59,685.8,48.45704545454545,26.77954202
Humboldt Gulch,ID,47.53,-115.78,1295.4,44.66136363636364,38.06694969
Huntington Horse,UT,39.61,-111.3,2943.5,42.42704545454546,29.37796862
Hyndman,ID,43.71,-114.16,2267.7,41.218863636363636,31.46852093
IDAHO FALLS FANNING FLD,ID,43.5164,-112.0672,1441.4,48.71923076923077,7.77165774
ILIAMNA AP,AK,59.7494,-154.9089,43.6,36.761692307692314,13.58662151
IMPERIAL CO AP,CA,32.8342,-115.5786,-17.7,78.67157692307693,2.03543417
IMPERIAL MUNI AP,NE,40.51,-101.62,996.1,56.16707692307693,11.2204785
INDIANAPOLIS,IN,39.7075,-86.2803,240.8,58.671946564885495,38.94490292
INDIANAPOLIS EAGLE CREEK AP,IN,39.825,-86.2958,250.9,58.80407692307692,32.29135602
INTL FALLS INTL AP,MN,48.5614,-93.3981,360.6,43.03702290076336,18.10237198
IOWA CITY MUNI AP,IA,41.6328,-91.5431,198.1,56.339266409266415,25.82284859
IRON MTN FORD AP,MI,45.8183,-88.1144,350.2,45.79180769230769,18.78347471
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,55.9492748091603,30.9448986
Idarado,CO,37.93,-107.68,2987.0,41.47863636363637,26.244108660000002
Independence Camp,CA,39.45,-120.29,2134.5,44.50454545454546,45.38191427
Independence Creek,CA,39.49,-120.28,1967.8,45.663636363636364,39.67324977
Independence Lake,CA,39.43,-120.31,2545.7,43.83022727272727,64.38586154000001
Independence Mine,AK,61.79,-149.28,1082.0,33.050000000000004,27.570881030000002
Independence Pass,CO,39.08,-106.61,3230.9,37.28272727272727,23.05119355
Indian Canyon,UT,39.89,-110.75,2796.5,44.06886363636364,19.77953824
Indian Creek,WY,42.3,-110.68,2872.7,40.01241379310345,35.2362395
Indian Pass,AK,61.07,-149.48,716.3,34.08022727272727,25.354344400000002
Indian Rock,WA,45.99,-120.81,1633.7,44.06136363636364,41.26773882
Irish Taylor,OR,43.8,-121.95,1688.6,41.908181818181816,47.15750578
Island Park,ID,44.42,-111.39,1917.2,43.256818181818176,24.27166665
Ivanhoe,CO,39.29,-106.55,3169.9,39.33840909090909,25.0393836
JACKSON,KY,37.5908,-83.3131,415.7,60.6069465648855,41.41340819
JACKSON,WI,43.3194,-88.1681,275.2,50.827386363636364,26.76773099
JACKSON HAWKINS FLD,MS,32.3367,-90.2214,104.2,70.18319230769231,50.44884614
JACKSON INTL AP,MS,32.3206,-90.0778,100.6,69.34175572519084,54.2519978
JACKSON MCKELLAR AP,TN,35.5931,-88.9167,132.0,65.20965384615384,36.92127978
JACKSON REYNOLDS FLD,MI,42.2667,-84.4667,304.2,53.18209302325581,24.22835954
JACKSONVILLE,FL,30.4844,-81.7019,10.1,71.46156488549619,58.57877179
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,71.78618320610687,44.598449280000004
JACKSONVILLE NAS,FL,30.2333,-81.6667,6.1,75.17428571428572,41.82679424
JAFFREY MUNI AP,NH,42.805,-72.0036,317.0,49.42884615384615,32.677183
JAMESTOWN MUNI AP,ND,46.9258,-98.6692,455.4,46.68938461538461,10.27165909
JEFFERSON CITY MEM AP,MO,38.5911,-92.1558,174.7,61.993884615384616,34.29529411
JOHNSTOWN CAMBRIA CO AP,PA,40.3161,-78.8339,696.2,52.83257692307692,36.34647632
JONESBORO MUNI AP,AR,35.8311,-90.6464,79.9,65.11342307692308,38.08663474
JOPLIN REGIONAL  AIRPORT,MO,37.1467,-94.5022,298.7,63.532217898832684,39.75986399
JORDAN AP,MT,47.3258,-106.9475,811.4,49.934230769230766,5.06299486
JUNCTION KIMBLE CO AP,TX,30.5108,-99.7664,533.1,71.20503846153846,14.70079534
JUNEAU INTL AP,AK,58.3567,-134.5639,4.9,43.97893129770992,46.44884398
Jack Creek Upper,NV,41.55,-116.01,2209.8,47.07090909090909,24.54332034
Jackson Peak,ID,44.05,-115.44,2154.9,46.42454545454545,50.1575074
Jackwhacker Gulch,CO,39.57,-105.8,3340.6,39.09159090909091,25.22442307
Jones Corral,UT,38.07,-112.17,2971.5,42.21431818181818,16.03937874
Jump Off Joe,OR,44.39,-122.17,1072.9,48.257954545454545,64.16932599
June Lake,WA,46.15,-122.15,1048.5,46.13545454545454,128.36621105
KAHULUI AP,HI,20.8997,-156.4286,15.5,76.84095419847328,15.16142551
KAILUA KONA KE-AHOLE AP,HI,19.7356,-156.0489,13.1,78.50023076923077,6.30315301
KALAMAZOO BATTLE CK INTL AP,MI,42.2347,-85.5519,264.6,54.17046153846154,22.46457906
KALISPELL GLACIER AP,MT,48.3042,-114.2636,901.3,47.248129770992364,11.362210860000001
KALTAG AP,AK,64.3267,-158.7417,55.2,32.52026923076923,13.354337919999999
KANSAS CITY DOWNTOWN AP,MO,39.1208,-94.5969,226.2,62.17409448818897,36.4567126
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,59.96251908396947,38.68506026
KENAI MUNI AP,AK,60.5797,-151.2392,27.7,36.73226923076923,11.70866774
KENOSHA RGNL AP,WI,42.595,-87.9381,226.5,52.04473076923077,33.29529357
KETCHIKAN INTL AP,AK,55.3567,-131.7117,23.2,47.09289575289575,111.85439111
KEY WEST INTL AP,FL,24.555,-81.7522,1.2,79.84667938931298,27.61025113
KILLDEER,ND,47.3714,-102.7606,704.1,47.345,11.417329
KING SALMON,AK,58.6794,-156.6294,19.2,37.72221374045801,12.06299864
KINGMAN MOHAVE CO AP,AZ,35.2578,-113.9331,1042.4,66.9431923076923,7.98031927
KIRKSVILLE RGNL AP,MO,40.0972,-92.5433,294.4,57.56903474903475,24.503950239999998
KLAMATH FALLS INTL AP,OR,42.1469,-121.7242,1244.8,50.988269230769234,7.87795701
KLAWOCK AP,AK,55.58,-133.075,3.7,46.403127413127415,55.14176206
KNOXVILLE MCGHEE TYSON AP,TN,35.8181,-83.9858,293.2,63.86446564885497,39.87010027
KODIAK AP,AK,57.7511,-152.4856,24.4,42.6254961832061,45.56301673
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,28.12038167938931,8.02362638
Kalamazoo,NV,39.56,-114.63,2360.4,46.92015209125475,14.65355122
Kelley R.S.,WY,42.27,-110.81,2493.3,40.35076335877862,26.36221896
Kelly Station,AK,67.93,-162.28,94.5,28.354318181818183,14.8818978
Kenai Moose Pens,AK,60.73,-150.48,91.4,37.98500000000001,14.960638000000001
Kendall R.S.,WY,43.25,-110.02,2359.2,39.38272727272727,27.74410947
Kilfoil Creek,UT,41.25,-111.41,2200.7,44.46636363636364,23.96851688
Kiln,CO,39.32,-106.61,2926.1,40.73477272727273,15.417331160000002
Kimberly Mine,UT,38.48,-112.39,2782.5,43.83431818181818,28.25985778
King Mountain,OR,42.72,-123.2,1322.8,48.866136363636365,52.16144549
King's Cabin,UT,40.72,-109.54,2659.1,41.46090909090909,21.555129750000003
Kirwin,WY,43.86,-109.32,2910.8,36.56886363636364,29.13781101
Klondike Narrows,UT,41.97,-111.6,2209.8,44.275454545454544,36.17718489
Kraft Creek,MT,47.43,-113.78,1447.8,47.37568181818182,23.944894820000002
LA CROSSE MUNI AP,WI,43.8789,-91.2528,198.7,54.13175572519084,31.960647180000002
LA JUNTA MUNI AP,CO,38.0494,-103.5122,1278.3,59.72726923076923,13.779535000000001
LAFAYETTE PURDUE UNIV AP,IN,40.4122,-86.9369,182.6,55.951076923076926,37.14962636
LAFAYETTE RGNL AP,LA,30.205,-91.9875,11.6,74.00853846153846,53.08664284
LAKE CHARLES,LA,30.125,-93.2158,4.0,72.54774809160305,63.77562499
LAMAR MUNI AP,CO,38.07,-102.6881,1129.0,58.50569230769231,16.29134738
LAMONI MUNI AP,IA,40.6331,-93.9019,344.7,57.21626923076923,23.18505189
LANCASTER AP,PA,40.1203,-76.2944,122.8,57.64409266409266,28.59450363
LANCASTER FAIRFIELD AP,OH,39.7556,-82.6572,264.9,57.75869230769231,37.27167367
LANCASTER WM J FOX FLD,CA,34.7411,-118.2117,712.6,67.2395,4.61811273
LANSING CAPITAL CITY AP,MI,42.7803,-84.5789,256.3,53.514122137404584,25.59843902
LARAMIE RGNL AP,WY,41.3119,-105.6747,2214.7,46.116499999999995,7.5315001299999995
LAREDO AFB,TX,27.5333,-99.4667,153.9,79.58403846153846,13.06299918
LAS VEGAS AIR TERMINAL,NV,36.2117,-115.1958,671.5,74.31389961389961,2.7165369
LAS VEGAS MCCARRAN AP,NV,36.0719,-115.1633,649.5,76.0979389312977,2.38976507
LAS VEGAS MUNI AP,NM,35.6542,-105.1419,2095.2,54.2075,16.665363329999998
LAWRENCE MUNI AP,KS,39.0083,-95.2117,253.6,59.6911583011583,30.12206351
LAWRENCE MUNI AP,MA,42.7172,-71.1239,45.4,54.19503846153846,28.91733845
LAWRENCEVILLE INTL AP,IL,38.7642,-87.6056,130.8,60.6881081081081,24.59843848
LAWTON MUNI AP,OK,34.5583,-98.4172,325.8,66.56799227799227,34.45671152
LEADVILLE LAKE CO AP,CO,39.2292,-106.3169,3027.3,38.820269230769235,13.82677912
LEBANON MUNI AP,NH,43.6264,-72.3047,182.3,49.80926923076923,30.27954391
LEES SUMMIT MUNI AP,MO,38.9597,-94.3714,303.9,60.89385214007782,39.4488402
LEESBURG MUNI AP,FL,28.8208,-81.8097,23.5,75.97503846153846,51.5354609
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,67.58115384615384,6.95669667
LEWISTON NEZ PERCE CO AP,ID,46.3747,-117.0156,437.7,56.70774809160306,10.45276155
LEWISTOWN MUNI AP,MT,47.0492,-109.4578,1263.4,47.707076923076926,9.89370613
LEXINGTON BLUEGRASS AP,KY,38.0408,-84.6058,298.7,61.150725190839694,38.1496269
LIHUE WSO AP 1020.1,HI,21.9839,-159.3405,30.5,76.91480916030534,18.09843497
LIMON WSMO,CO,39.1894,-103.7158,1634.9,51.743923076923075,12.842526620000001
LINCOLN MUNI AP,NE,40.8508,-96.7475,362.7,57.66408396946565,30.04726032
LITTLE ROCK,AR,34.8364,-92.2619,173.1,66.57696153846153,42.7559286
LITTLE ROCK AP ADAMS FLD,AR,34.7272,-92.2389,78.6,66.31457692307693,37.77167394
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,62.94888030888031,19.07087644
LIVINGSTON MISSION FLD,MT,45.6983,-110.4408,1415.2,49.577,12.17323492
LOGAN CACHE AP,UT,41.7872,-111.8533,1357.6,53.34645914396887,14.88583481
LONDON CORBIN AP,KY,37.0872,-84.0769,362.1,60.98380769230769,43.3464801
LONE ROCK TRI CO AP,WI,43.2119,-90.1814,218.5,52.09007692307692,28.80316516
LONG BEACH DAUGHERTY FLD,CA,33.8117,-118.1464,9.4,65.43946564885496,14.850401719999999
LONGVIEW E TX RGNL AP,TX,32.3847,-94.7117,111.3,70.18068965517242,35.54332628
LOS ANGELES DWTN USC CAMPUS,CA,34.0511,-118.2353,70.1,68.40707692307693,13.07481021
LOS ANGELES INTL AP,CA,33.9381,-118.3889,29.6,63.76759541984733,12.14173884
LOUISVILLE BOWMAN FLD,KY,38.2281,-85.6636,164.6,62.85926923076923,34.14175072
LOUISVILLE INTL AP,KY,38.1811,-85.7392,148.7,63.75797709923664,34.15749876
LOVELOCK DERBY FLD,NV,40.0681,-118.5692,1189.3,56.61603846153846,4.38976615
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,55.263214285714284,19.834656380000002
LUBBOCK,TX,33.6542,-101.8136,993.3,65.90732824427481,18.56693916
LUFKIN ANGELINA CO AP,TX,31.2361,-94.7544,87.8,70.75711538461537,46.05514298
LUMBERTON MUNI AP,NC,34.6081,-79.0592,36.9,67.4825,36.59450795
LYNCHBURG RGNL AP,VA,37.3208,-79.2067,286.5,60.74503816793894,28.6614328
Lake Creek R.S.,OR,44.21,-118.64,1597.2,45.47818181818182,17.350403070000002
Lake Eldora,CO,39.94,-105.59,2956.6,42.96022727272727,23.1496188
Lake Irene,CO,40.41,-105.82,3261.4,37.02840909090909,27.4409597
Lakefork #1,UT,40.6,-110.43,3174.5,36.51090909090909,24.36615489
Lakefork #3,UT,40.55,-110.35,2579.8,44.80522727272727,18.964577170000002
Lakeview Ridge,MT,44.59,-111.82,2255.5,42.42090909090909,19.91339658
Lamance Creek,NV,41.52,-117.63,1828.8,51.87977272727273,27.03544767
Lamoille #3,NV,40.65,-115.38,2347.0,45.50204545454545,30.37796916
Laprele Creek,WY,42.44,-105.86,2552.7,42.926818181818184,18.94095511
Larsen Creek,WY,42.58,-109.09,2743.2,41.69399239543726,22.25985454
Lasal Mountain,UT,38.48,-109.27,2913.9,44.348136882129275,18.87796295
Lasal Mountain-Lower,UT,38.48,-109.29,2689.9,47.405,13.27953473
Laurel Draw,NV,41.78,-116.03,2041.2,46.68295454545454,23.96851688
Leavitt Lake,CA,38.28,-119.61,2931.3,41.426818181818184,84.68114809000001
Leavitt Meadows,CA,38.3,-119.55,2194.0,46.32772727272727,56.8897945
Lee Canyon,NV,36.31,-115.68,2629.2,47.11454545454546,26.87796727
Lemhi Ridge,MT,44.99,-113.44,2468.9,41.343636363636364,20.79528682
Lewis Lake Divide,WY,44.21,-110.67,2392.7,40.55102661596958,48.66538061
Lick Creek,MT,45.5,-110.97,2090.9,42.42977272727273,20.16142821
Lightning Ridge,UT,41.36,-111.49,2503.9,42.50228136882129,32.77560825
Lily Lake,UT,40.86,-110.8,2790.7,41.961363636363636,22.84646903
Lily Pond,CO,37.38,-106.55,3352.8,40.41051792828686,25.42914759
Little Bear,UT,41.41,-111.83,1994.6,49.79068181818182,33.18112028
Little Chena Ridge,AK,65.12,-146.73,609.6,35.771102661596956,11.35039983
Little Goose,WY,44.54,-107.18,2703.6,41.21409090909091,26.03151012
Little Grassy,UT,37.49,-113.85,1859.3,55.81590909090909,17.37008812
Little Meadows,OR,44.61,-122.23,1225.3,45.95272727272727,91.98036463
Little Snake River,WY,41.07,-106.94,2717.3,42.975893536121674,36.728366290000004
Little Warm,WY,43.5,-109.75,2856.0,38.561136363636365,26.33072288
Lizard Head Pass,CO,37.8,-107.92,3109.0,40.22250950570342,23.36221734
Lobdell Lake,CA,38.44,-119.37,2814.2,41.29727272727273,37.59057148
Lolo Pass,ID,46.63,-114.58,1597.2,43.857499999999995,31.64568638
Lone Cone,CO,37.89,-108.2,2926.1,42.21090909090909,22.05513002
Lone Mountain,MT,45.27,-111.43,2706.6,39.71068181818182,25.24804513
Lone Pine,WA,46.27,-121.96,1197.9,44.291818181818186,85.2756366
Lonesome Beaver,UT,38.08,-110.77,2956.6,46.33931818181818,14.77166152
Long Draw Resv,CO,40.51,-105.77,3041.9,37.76,23.85434359
Long Lake,AK,58.19,-133.83,259.1,40.06181818181818,101.67722026
Long Valley,ID,44.79,-116.09,1490.5,45.54090909090909,23.04725654
Long Valley Jct,UT,37.49,-112.51,2275.0,50.062045454545455,16.47244984
Lookout,ID,47.46,-115.71,1566.7,45.022045454545456,37.25986264
Lookout Mountain,NM,33.36,-107.83,2590.8,52.89163498098859,16.15748904
Lookout Peak,UT,40.84,-111.71,2499.4,45.17272727272727,37.19293347
Loomis Park,WY,43.17,-110.14,2511.6,38.85159090909091,28.4252122
Lost Creek Resv,UT,41.22,-111.36,1853.8,46.72045454545455,17.27559988
Lost Horse,WA,46.36,-121.08,1560.6,44.30818181818182,23.26379209
Lost Lake,ID,47.07,-115.96,1862.3,43.165454545454544,60.25200104
Lost-Wood Divide,ID,43.82,-114.26,2407.9,40.195454545454545,35.65749957
Louis Meadow,UT,40.83,-111.76,2042.2,46.537045454545456,29.578756130000002
Loveland Basin,CO,39.67,-105.9,3474.7,36.394318181818186,27.35040847
Lower Twin,MT,45.51,-111.92,2407.9,40.03454545454546,33.043324930000004
Lubrecht Flume,MT,46.88,-113.32,1426.5,46.42931818181818,16.14961502
Lucky Strike,OR,45.27,-118.85,1514.9,45.98409090909091,20.374026750000002
Lyman Lake,WA,48.2,-120.92,1822.7,38.687954545454545,47.46852957
Lynn Lake,WA,47.2,-121.78,1188.7,43.60045454545455,67.68507592
Lynx Pass,CO,40.08,-106.67,2706.6,42.31181818181818,12.86221167
MACON MIDDLE GA RGNL AP,GA,32.6847,-83.6528,104.5,68.59702290076335,41.3779751
MADERA MUNI AP,CA,36.9878,-120.1106,77.1,67.55796153846154,10.20079291
MADISON DANE RGNL AP,WI,43.1406,-89.3453,264.0,51.66328244274809,32.94489968
MANCHESTER AP,NH,42.9333,-71.4383,68.6,53.24210116731517,31.027575810000002
MANHATTAN MUNI AP,KS,39.1353,-96.6778,322.2,60.45626923076923,23.64174505
MANSFIELD LAHM MUNI AP,OH,40.8203,-82.5178,394.7,55.097022900763356,38.19293401
MARATHON AP,FL,24.7258,-81.0517,2.4,81.23833976833977,20.73229466
MARIANNA MUNI AP,FL,30.8356,-85.1839,34.4,72.35046153846153,43.14175558
MARION MUNI AP,OH,40.6161,-83.0636,303.0,55.72746153846153,30.85434737
MARQUETTE,MI,46.5311,-87.5483,430.1,43.247230769230775,28.90946443
MARSHALLTOWN MUNI AP,IA,42.1128,-92.9175,296.9,53.438346153846155,19.22835684
MARSHFIELD MUNI AP,WI,44.6381,-90.1875,382.5,48.076076923076926,24.48032818
MARTINSBURG E WV RGNL AP,WV,39.4019,-77.9844,162.8,58.76162162162162,28.43308622
MARYSVILLE YUBA CO AP,CA,39.1019,-121.5678,18.9,66.00534883720931,21.63780696
MASON CITY MUNI AP,IA,43.1544,-93.3269,373.4,50.71342307692308,24.55513137
MASSENA INTL AP,NY,44.9358,-74.8458,65.2,48.22561538461538,30.15355959
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,58.37138461538461,27.30710136
MAYPORT PILOT STN,FL,30.4,-81.4167,4.9,72.1086956521739,41.59057364
MCALESTER RGNL AP,OK,34.8822,-95.7831,234.7,67.19865384615385,38.71261933
MCALLEN MILLER INTL AP,TX,26.1839,-98.2539,30.5,82.1691153846154,7.27165747
MCCALL AP,ID,44.8889,-116.1017,1528.0,45.683115384615384,21.39371234
MCCOMB/PIKE CO/JOHN E LEWIS AP,MS,31.1828,-90.4708,125.9,70.48953846153846,47.03152146
MCCOOK MUNI AP,NE,40.2064,-100.5914,771.1,57.60638461538461,13.21260556
MCGRATH AP,AK,62.9575,-155.6103,101.5,34.64641221374046,11.72047877
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,69.22162790697675,26.94095943
MCMINNVILLE MUNI AP,OR,45.1947,-123.1339,48.5,55.69803846153846,29.88584291
MEACHAM,OR,45.5114,-118.4247,1134.8,46.283692307692306,24.338595820000002
MEDFORD ROGUE VLY AP,OR,42.3811,-122.8722,395.3,59.518702290076334,13.40158204
MEDICINE LODGE,KS,37.2839,-98.5528,467.9,62.004586776859504,23.87009163
MEEKER AP,CO,40.0489,-107.8853,1947.7,50.748384615384616,10.70079318
MELBOURNE INTL AP,FL,28.1011,-80.6439,8.2,76.33815384615384,44.74411865
MEMPHIS INTL AP,TN,35.0564,-89.9864,77.4,67.74751908396946,38.240178130000004
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,66.07919230769231,11.82677804
MERCURY DESERT ROCK AP,NV,36.6206,-116.0278,984.5,68.76153846153846,3.87401784
MERIDEN MARKHAM MUNI AP,CT,41.5097,-72.8278,31.4,53.92642307692308,24.35828087
MERIDIAN KEY FLD,MS,32.3347,-88.7442,89.6,69.33557251908397,53.8582968
MERIDIAN NAAS,MS,32.55,-88.5667,82.6,70.08316205533598,44.18112622
MF Nooksack,WA,48.82,-121.93,1514.9,42.019771863117874,66.68901239
MIAMI INTL AP,FL,25.7906,-80.3164,8.8,79.27610687022901,55.46459688
MIAMI KENDALL TAMIAMI EXEC AP,FL,25.6475,-80.4331,3.0,78.22193675889329,41.13781749
MIDDLETOWN HARRISBURG INTL AP,PA,40.1936,-76.7633,95.1,58.134351145038174,36.77954742
MIDLAND ODESSA,TX,31.9433,-102.1889,874.2,70.39118320610687,12.77559745
MILES CITY F WILEY FLD,MT,46.4267,-105.8825,799.8,52.03503846153846,4.69685293
MILFORD MUNI AP,UT,38.4167,-113.0167,1536.2,58.07454183266932,7.12992511
MILLINOCKET MUNI AP,ME,45.6478,-68.6925,123.7,45.63864864864865,27.81497565
MILLVILLE MUNI AP,NJ,39.3667,-75.0667,21.3,58.62529182879378,39.5669505
MILWAUKEE MITCHELL AP,WI,42.955,-87.9044,204.2,53.20564885496183,27.74017246
MINERAL WELLS AP,TX,32.7817,-98.0603,283.5,69.4085,23.24804405
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,52.58492366412214,25.7874155
MINOT INTL AP,ND,48.2553,-101.2733,507.5,48.11692307692307,6.83464936
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,49.387519083969465,10.69291916
MITCHELL MUNI AP,SD,43.7667,-98.0333,397.2,53.26976923076923,14.27953527
MOAB CANYONLAND AP,UT,38.755,-109.7542,1390.2,61.63284615384615,3.24803325
MOBILE,AL,30.6794,-88.2397,63.4,70.9308396946565,63.31105781
MOBILE DWTN AP,AL,30.6264,-88.0681,7.9,72.50242307692308,60.36617433
MOBRIDGE MUNI AP,SD,45.5464,-100.4078,522.7,50.57876923076923,13.53544038
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,68.27588461538461,11.905518240000001
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,62.03334615384615,13.65355068
MOLINE QUAD CITY INTL AP,IL,41.4653,-90.5233,180.4,56.43019083969465,26.16930547
MONROE AP,NC,35.0169,-80.6206,207.0,65.6505078125,36.87009865
MONROE RGNL AP,LA,32.5156,-92.0406,24.1,70.32338461538463,47.53939575
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,55.393622047244094,7.78346877
MONTAUK AP,NY,41.0731,-71.9233,2.1,55.3757421875,30.448835340000002
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,57.97953846153846,18.77166368
MONTGOMERY AP,AL,32.2997,-86.4075,61.6,70.65431297709924,60.7480643
MONTGOMERY ORANGE AP,NY,41.5092,-74.265,111.3,53.67360465116279,30.22836278
MONTICELLO MUNI AP,AR,33.6361,-91.7556,88.4,68.59365384615384,43.40553525
MONTROSE RGNL AP,CO,38.505,-107.8975,1755.3,56.06392307692308,7.05118491
MORGANTOWN HART FLD,WV,39.6428,-79.9164,378.0,58.01796153846154,40.42915569
MORRISVILLE STOWE STATE AP,VT,44.5344,-72.6144,223.1,45.677567567567564,29.70867746
MOSES LAKE GRANT CO AP,WA,47.2078,-119.3192,364.5,53.596872586872585,5.72834955
MPLS CRYSTAL AP,MN,45.0619,-93.3508,262.4,50.886153846153846,21.89764962
MPLS FLYING CLOUD AP,MN,44.8322,-93.4706,276.5,52.499923076923075,26.34253391
MT HOLLY S JERSEY AP,NJ,39.9492,-74.8417,16.2,57.72788461538462,31.00001674
MT POCONO MOUNTAINS AP,PA,41.1389,-75.3794,584.0,49.07888461538462,33.40159284
MT SHASTA,CA,41.3325,-122.3328,1077.5,54.86415384615385,40.27167529
MULLAN PASS VOR/DME,ID,47.4569,-115.645,1837.3,42.744269230769234,33.30316759
MUNCIE DELAWARE CO AP,IN,40.2342,-85.3936,285.6,58.111423076923074,38.4645877
MUSCLE SHOALS RGNL AP,AL,34.7442,-87.5997,164.6,66.65103846153846,36.18505891
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,53.015,21.97638982
MUSKOGEE DAVIS FLD,OK,35.6567,-95.3614,185.9,65.19783783783784,41.80317218
Madison Butte,OR,45.11,-119.5,1569.7,46.451136363636365,13.55118842
